ChemicalName,ChemicalID,DiseaseName,DiseaseID
FEC protocol,C052498,Breast Neoplasms,MESH:D001943
Feitai,C500582,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
Feitai,C500582,Pulmonary Fibrosis,MESH:D011658
Felbamate,D000078328,Brain Ischemia,MESH:D002545
Felbamate,D000078328,Catalepsy,MESH:D002375
Felbamate,D000078328,"Dyskinesia, Drug-Induced",MESH:D004409
Felbamate,D000078328,"Epilepsies, Partial",MESH:D004828
Felbamate,D000078328,Epilepsy,MESH:D004827
Felbamate,D000078328,"Epilepsy, Reflex",MESH:D020195
Felbamate,D000078328,"Epileptic encephalopathy, Lennox-Gastaut type",MESH:C535500
Felbamate,D000078328,Hypoxia,MESH:D000860
Felbamate,D000078328,Necrosis,MESH:D009336
Felbamate,D000078328,Nerve Degeneration,MESH:D009410
Felbamate,D000078328,Pain,MESH:D010146
Felbamate,D000078328,Parkinsonian Disorders,MESH:D020734
Felbamate,D000078328,Seizures,MESH:D012640
Felbamate,D000078328,Status Epilepticus,MESH:D013226
Felbamate,D000078328,Subarachnoid Hemorrhage,MESH:D013345
Felbamate,D000078328,Substance Withdrawal Syndrome,MESH:D013375
Felodipine,D015736,Angina Pectoris,MESH:D000787
Felodipine,D015736,Arteriosclerosis,MESH:D001161
Felodipine,D015736,Coronary Disease,MESH:D003327
Felodipine,D015736,Fibrosis,MESH:D005355
Felodipine,D015736,Heart Failure,MESH:D006333
Felodipine,D015736,Hypertension,MESH:D006973
Felodipine,D015736,"Hypertension, Renovascular",MESH:D006978
Felodipine,D015736,"Hypertrophy, Left Ventricular",MESH:D017379
Felodipine,D015736,Seizures,MESH:D012640
fenarimol,C033789,Leishmaniasis,MESH:D007896
Fenbendazole,D005273,Ascariasis,MESH:D001196
Fenbendazole,D005273,Ascaridida Infections,MESH:D017191
Fenbendazole,D005273,Gallbladder Diseases,MESH:D005705
Fenbendazole,D005273,Horse Diseases,MESH:D006734
Fenbendazole,D005273,Hypothyroidism,MESH:D007037
Fenbendazole,D005273,Mucocele,MESH:D009078
Fenbendazole,D005273,Nematode Infections,MESH:D009349
fenclofenac,C012970,"Arthritis, Rheumatoid",MESH:D001172
Fendiline,D005275,Angina Pectoris,MESH:D000787
Fendiline,D005275,Depressive Disorder,MESH:D003866
fenflumizole,C038996,Thromboembolism,MESH:D013923
Fenfluramine,D005277,Autistic Disorder,MESH:D001321
Fenfluramine,D005277,Binge-Eating Disorder,MESH:D056912
Fenfluramine,D005277,Catalepsy,MESH:D002375
Fenfluramine,D005277,Catatonia,MESH:D002389
Fenfluramine,D005277,Cocaine-Related Disorders,MESH:D019970
Fenfluramine,D005277,Hyperkinesis,MESH:D006948
Fenfluramine,D005277,Hypertension,MESH:D006973
Fenfluramine,D005277,Insulin Resistance,MESH:D007333
Fenfluramine,D005277,Movement Disorders,MESH:D009069
Fenfluramine,D005277,Obesity,MESH:D009765
Fenfluramine,D005277,Pain,MESH:D010146
Fenfluramine,D005277,Personality Disorders,MESH:D010554
fenobam,C032794,"Dyskinesia, Drug-Induced",MESH:D004409
Fenofibrate,D011345,Aortic Diseases,MESH:D001018
Fenofibrate,D011345,Cardiovascular Diseases,MESH:D002318
Fenofibrate,D011345,Coronary Artery Disease,MESH:D003324
Fenofibrate,D011345,Diabetic Retinopathy,MESH:D003930
Fenofibrate,D011345,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
Fenofibrate,D011345,Dyslipidemias,MESH:D050171
Fenofibrate,D011345,Endometrial Neoplasms,MESH:D016889
Fenofibrate,D011345,Fatty Liver,MESH:D005234
Fenofibrate,D011345,Fibrosis,MESH:D005355
Fenofibrate,D011345,Glucose Intolerance,MESH:D018149
Fenofibrate,D011345,Gout,MESH:D006073
Fenofibrate,D011345,Hypercholesterolemia,MESH:D006937
Fenofibrate,D011345,"Hyperlipidemia, Familial Combined",MESH:D006950
Fenofibrate,D011345,Hyperlipidemias,MESH:D006949
Fenofibrate,D011345,Hyperlipoproteinemias,MESH:D006951
Fenofibrate,D011345,Hyperlipoproteinemia Type II,MESH:D006938
Fenofibrate,D011345,Hyperlipoproteinemia Type IV,MESH:D006953
Fenofibrate,D011345,Hypertriglyceridemia,MESH:D015228
Fenofibrate,D011345,"Hypertrophy, Left Ventricular",MESH:D017379
Fenofibrate,D011345,Hyperuricemia,MESH:D033461
Fenofibrate,D011345,Insulin Resistance,MESH:D007333
Fenofibrate,D011345,Kidney Diseases,MESH:D007674
Fenofibrate,D011345,"Liver Cirrhosis, Experimental",MESH:D008106
Fenofibrate,D011345,Metabolic Syndrome,MESH:D024821
Fenofibrate,D011345,Myocardial Infarction,MESH:D009203
Fenofibrate,D011345,Neoplasm Invasiveness,MESH:D009361
Fenofibrate,D011345,Non-alcoholic Fatty Liver Disease,MESH:D065626
Fenofibrate,D011345,Reperfusion Injury,MESH:D015427
Fenofibrate,D011345,Seizures,MESH:D012640
Fenofibrate,D011345,Status Epilepticus,MESH:D013226
Fenofibrate,D011345,Thrombosis,MESH:D013927
Fenofibrate,D011345,Weight Gain,MESH:D015430
Fenoldopam,D018818,Acute Kidney Injury,MESH:D058186
Fenoldopam,D018818,Hypertension,MESH:D006973
Fenoprofen,D005279,"Arthritis, Rheumatoid",MESH:D001172
Fenoprofen,D005279,Dysmenorrhea,MESH:D004412
Fenoprofen,D005279,Inflammation,MESH:D007249
Fenoprofen,D005279,Osteoarthritis,MESH:D010003
Fenoprofen,D005279,Pain,MESH:D010146
Fenoprofen,D005279,"Pain, Postoperative",MESH:D010149
Fenoprofen,D005279,"Spondylitis, Ankylosing",MESH:D013167
Fenoterol,D005280,Asthma,MESH:D001249
Fenoterol,D005280,Bronchial Diseases,MESH:D001982
Fenoterol,D005280,Bronchial Spasm,MESH:D001986
Fenoterol,D005280,Heart Failure,MESH:D006333
Fenoterol,D005280,"Obstetric Labor, Premature",MESH:D007752
Fenoterol,D005280,Pregnancy Complications,MESH:D011248
"fenoterol, ipratropium drug combination",C030809,"Pulmonary Disease, Chronic Obstructive",MESH:D029424
Fenretinide,D017313,Adenocarcinoma,MESH:D000230
Fenretinide,D017313,Brain Neoplasms,MESH:D001932
Fenretinide,D017313,Breast Neoplasms,MESH:D001943
Fenretinide,D017313,"Carcinoma, Hepatocellular",MESH:D006528
Fenretinide,D017313,"Carcinoma, Squamous Cell",MESH:D002294
Fenretinide,D017313,Cervical Intraepithelial Neoplasia,MESH:D018290
Fenretinide,D017313,Colorectal Neoplasms,MESH:D015179
Fenretinide,D017313,"Diabetes Mellitus, Experimental",MESH:D003921
Fenretinide,D017313,Fatty Liver,MESH:D005234
Fenretinide,D017313,Glioblastoma,MESH:D005909
Fenretinide,D017313,Hepatomegaly,MESH:D006529
Fenretinide,D017313,Insulin Resistance,MESH:D007333
Fenretinide,D017313,"Leukoplakia, Oral",MESH:D007972
Fenretinide,D017313,"Liver Neoplasms, Experimental",MESH:D008114
Fenretinide,D017313,"Mammary Neoplasms, Experimental",MESH:D008325
Fenretinide,D017313,Melanoma,MESH:D008545
Fenretinide,D017313,Mesothelioma,MESH:D008654
Fenretinide,D017313,Mouth Neoplasms,MESH:D009062
Fenretinide,D017313,Neoplasms,MESH:D009369
Fenretinide,D017313,Neuronal Ceroid-Lipofuscinoses,MESH:D009472
Fenretinide,D017313,Obesity,MESH:D009765
Fenretinide,D017313,Ovarian Neoplasms,MESH:D010051
Fenretinide,D017313,Pancreatic Neoplasms,MESH:D010190
Fenretinide,D017313,Pericardial Effusion,MESH:D010490
Fenretinide,D017313,Prostatic Neoplasms,MESH:D011471
Fenretinide,D017313,Retinal Degeneration,MESH:D012162
Fenretinide,D017313,Skin Neoplasms,MESH:D012878
Fenretinide,D017313,Urinary Bladder Neoplasms,MESH:D001749
Fenretinide,D017313,Uterine Cervical Neoplasms,MESH:D002583
Fentanyl,D005283,Apnea,MESH:D001049
Fentanyl,D005283,Chest Pain,MESH:D002637
Fentanyl,D005283,Cough,MESH:D003371
Fentanyl,D005283,Delirium,MESH:D003693
Fentanyl,D005283,Dyskinesias,MESH:D020820
Fentanyl,D005283,Hallucinations,MESH:D006212
Fentanyl,D005283,Headache,MESH:D006261
Fentanyl,D005283,Hyperalgesia,MESH:D006930
Fentanyl,D005283,Hypertension,MESH:D006973
Fentanyl,D005283,"Hypertension, Pulmonary",MESH:D006976
Fentanyl,D005283,Intervertebral Disc Displacement,MESH:D007405
Fentanyl,D005283,Labor Pain,MESH:D048949
Fentanyl,D005283,Mucositis,MESH:D052016
Fentanyl,D005283,Muscle Spasticity,MESH:D009128
Fentanyl,D005283,Myoclonus,MESH:D009207
Fentanyl,D005283,Pain,MESH:D010146
Fentanyl,D005283,"Pain, Postoperative",MESH:D010149
Fentanyl,D005283,Postoperative Complications,MESH:D011183
Fentanyl,D005283,Pulmonary Edema,MESH:D011654
Fentanyl,D005283,Radiculopathy,MESH:D011843
Fentanyl,D005283,Substance Withdrawal Syndrome,MESH:D013375
Fentanyl,D005283,Tachycardia,MESH:D013610
Fenthion,D005284,Cattle Diseases,MESH:D002418
Fenthion,D005284,Lice Infestations,MESH:D010373
fentonium,C100112,Substance Withdrawal Syndrome,MESH:D013375
fenugreek seed meal,C056164,"Diabetes Mellitus, Experimental",MESH:D003921
fenugreek seed meal,C056164,Diabetic Nephropathies,MESH:D003928
fenugreek seed meal,C056164,Heart Diseases,MESH:D006331
fenugreek seed meal,C056164,Weight Loss,MESH:D015431
fepradinol,C078462,Diarrhea,MESH:D003967
fepradinol,C078462,Edema,MESH:D004487
fepradinol,C078462,Inflammation,MESH:D007249
Ferric Compounds,D005290,"Anemia, Iron-Deficiency",MESH:D018798
ferric gluconate,C035552,Kidney Diseases,MESH:D007674
ferric oxide,C000499,Albuminuria,MESH:D000419
ferric oxide,C000499,"Dermatitis, Photoallergic",MESH:D017454
ferric oxide,C000499,Weight Loss,MESH:D015431
"Ferric Oxide, Saccharated",D000077605,Anemia,MESH:D000740
"Ferric Oxide, Saccharated",D000077605,Kidney Diseases,MESH:D007674
ferric pyrophosphate,C049051,"Anemia, Iron-Deficiency",MESH:D018798
ferric pyrophosphate,C049051,Lead Poisoning,MESH:D007855
ferric-sorbitol-citrate,C421458,Anemia,MESH:D000740
ferric-sorbitol-citrate,C421458,Neoplasms,MESH:D009369
ferric sulfate,C024823,Hemolysis,MESH:D006461
ferroquine,C479230,Malaria,MESH:D008288
ferrostatin-1,C573944,Acute Kidney Injury,MESH:D058186
ferrostatin-1,C573944,Atrial Fibrillation,MESH:D001281
ferrostatin-1,C573944,Chemical and Drug Induced Liver Injury,MESH:D056486
ferrostatin-1,C573944,Hearing Loss,MESH:D034381
ferrostatin-1,C573944,Heart Diseases,MESH:D006331
ferrostatin-1,C573944,Oligospermia,MESH:D009845
ferrous fumarate,C031621,"Anemia, Iron-Deficiency",MESH:D018798
ferrous sulfate,C020748,Anemia,MESH:D000740
ferrous sulfate,C020748,Duodenal Ulcer,MESH:D004381
ferrous sulfate,C020748,Hemolysis,MESH:D006461
ferrous sulfate,C020748,Optic Nerve Diseases,MESH:D009901
ferruginol,C431074,Cardiomegaly,MESH:D006332
ferruginol,C431074,Stomach Diseases,MESH:D013272
ferulic acid,C004999,Acute Lung Injury,MESH:D055371
ferulic acid,C004999,Atherosclerosis,MESH:D050197
ferulic acid,C004999,Carbon Tetrachloride Poisoning,MESH:D002252
ferulic acid,C004999,Cardiomyopathies,MESH:D009202
ferulic acid,C004999,Chemical and Drug Induced Liver Injury,MESH:D056486
ferulic acid,C004999,"Dermatitis, Contact",MESH:D003877
ferulic acid,C004999,Hyperinsulinism,MESH:D006946
ferulic acid,C004999,Hypertension,MESH:D006973
ferulic acid,C004999,Inflammation,MESH:D007249
ferulic acid,C004999,Learning Disabilities,MESH:D007859
ferulic acid,C004999,Liver Cirrhosis,MESH:D008103
ferulic acid,C004999,"Liver Cirrhosis, Experimental",MESH:D008106
ferulic acid,C004999,Lung Injury,MESH:D055370
ferulic acid,C004999,Melanoma,MESH:D008545
ferulic acid,C004999,Memory Disorders,MESH:D008569
ferulic acid,C004999,Myocardial Infarction,MESH:D009203
ferulic acid,C004999,Paralysis,MESH:D010243
ferulic acid,C004999,Pulmonary Edema,MESH:D011654
ferulic acid,C004999,Pulmonary Fibrosis,MESH:D011658
ferulic acid,C004999,Seizures,MESH:D012640
ferulic acid,C004999,Testicular Diseases,MESH:D013733
ferulic acid,C004999,Weight Loss,MESH:D015431
ferulinolol,C112517,Tachycardia,MESH:D013610
fexofenadine,C093230,"Dermatitis, Atopic",MESH:D003876
fexofenadine,C093230,Hypersensitivity,MESH:D006967
fexofenadine,C093230,Neurogenic Inflammation,MESH:D020078
fexofenadine,C093230,Pruritus,MESH:D011537
fexofenadine,C093230,Rhinitis,MESH:D012220
fexofenadine,C093230,"Rhinitis, Allergic",MESH:D065631
fexofenadine,C093230,"Rhinitis, Allergic, Seasonal",MESH:D006255
fexofenadine,C093230,Seizures,MESH:D012640
fexofenadine,C093230,Urticaria,MESH:D014581
FG 9041,C056723,"Epilepsy, Tonic-Clonic",MESH:D004830
fibric acid,C010285,Dyslipidemias,MESH:D050171
Fibric Acids,D058607,Atherosclerosis,MESH:D050197
Fibric Acids,D058607,Coronary Disease,MESH:D003327
Fibric Acids,D058607,"Diabetes Mellitus, Type 2",MESH:D003924
Fibric Acids,D058607,Dyslipidemias,MESH:D050171
Fibric Acids,D058607,Hypercholesterolemia,MESH:D006937
Fibric Acids,D058607,Hyperlipidemias,MESH:D006949
Fibric Acids,D058607,Hyperlipoproteinemias,MESH:D006951
Fibric Acids,D058607,Hyperlipoproteinemia Type II,MESH:D006938
Fibric Acids,D058607,Hyperlipoproteinemia Type III,MESH:D006952
Fibric Acids,D058607,Hypertriglyceridemia,MESH:D015228
Fibric Acids,D058607,Inflammation,MESH:D007249
Fibric Acids,D058607,"Liver Cirrhosis, Biliary",MESH:D008105
Fibric Acids,D058607,"Liver Diseases, Alcoholic",MESH:D008108
Fibric Acids,D058607,Metabolic Syndrome,MESH:D024821
Fibric Acids,D058607,Renal Insufficiency,MESH:D051437
Fibric Acids,D058607,Weight Gain,MESH:D015430
Fibrinolytic Agents,D005343,Acute Coronary Syndrome,MESH:D054058
Fibrinolytic Agents,D005343,Chest Pain,MESH:D002637
Fibrinolytic Agents,D005343,"Hemoglobinuria, Paroxysmal",MESH:D006457
Fibrinolytic Agents,D005343,Infarction,MESH:D007238
Fibrinolytic Agents,D005343,"Infarction, Middle Cerebral Artery",MESH:D020244
Fibrinolytic Agents,D005343,Intracranial Hemorrhages,MESH:D020300
Fibrinolytic Agents,D005343,Intracranial Thrombosis,MESH:D020767
Fibrinolytic Agents,D005343,Ischemic Stroke,MESH:D000083242
Fibrinolytic Agents,D005343,Kidney Diseases,MESH:D007674
Fibrinolytic Agents,D005343,Myocardial Infarction,MESH:D009203
Fibrinolytic Agents,D005343,Necrosis,MESH:D009336
Fibrinolytic Agents,D005343,Pericarditis,MESH:D010493
Fibrinolytic Agents,D005343,Pulmonary Embolism,MESH:D011655
Fibrinolytic Agents,D005343,Thrombosis,MESH:D013927
Fibrinolytic Agents,D005343,Venous Thrombosis,MESH:D020246
Fibrinolytic Agents,D005343,Vertebrobasilar Insufficiency,MESH:D014715
Fibrinopeptide A,D005344,Catalepsy,MESH:D002375
Fibrinopeptide A,D005344,Stereotypic Movement Disorder,MESH:D019956
Fibrinopeptide B,D005345,Catalepsy,MESH:D002375
Fibrinopeptide B,D005345,Stereotypic Movement Disorder,MESH:D019956
Ficusin,D005363,Amnesia,MESH:D000647
Ficusin,D005363,Psoriasis,MESH:D011565
Ficusin,D005363,Weight Gain,MESH:D015430
fidarestat,C077139,Acute Kidney Injury,MESH:D058186
fidarestat,C077139,Diabetic Neuropathies,MESH:D003929
fidarestat,C077139,Heart Failure,MESH:D006333
fidarestat,C077139,Metaplasia,MESH:D008679
Filgrastim,D000069585,Neutropenia,MESH:D009503
filicene,C542911,Pain,MESH:D010146
Filipin,D005372,Prion Diseases,MESH:D017096
fimasartan,C558933,Hypertension,MESH:D006973
Finasteride,D018120,Alopecia,MESH:D000505
Finasteride,D018120,Cocaine-Related Disorders,MESH:D019970
Finasteride,D018120,Hematuria,MESH:D006417
Finasteride,D018120,Muscular Diseases,MESH:D009135
Finasteride,D018120,Prostatic Hyperplasia,MESH:D011470
Finasteride,D018120,Prostatic Neoplasms,MESH:D011471
Finasteride,D018120,Urinary Retention,MESH:D016055
Fingolimod Hydrochloride,D000068876,Acute Lung Injury,MESH:D055371
Fingolimod Hydrochloride,D000068876,Atherosclerosis,MESH:D050197
Fingolimod Hydrochloride,D000068876,Glomerulonephritis,MESH:D005921
Fingolimod Hydrochloride,D000068876,"Infarction, Middle Cerebral Artery",MESH:D020244
Fingolimod Hydrochloride,D000068876,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464
Fingolimod Hydrochloride,D000068876,Multiple Sclerosis,MESH:D009103
Fingolimod Hydrochloride,D000068876,"Multiple Sclerosis, Relapsing-Remitting",MESH:D020529
Fingolimod Hydrochloride,D000068876,Neoplasm Invasiveness,MESH:D009361
Fingolimod Hydrochloride,D000068876,Proteinuria,MESH:D011507
Fingolimod Hydrochloride,D000068876,Pulmonary Fibrosis,MESH:D011658
fipronil,C082360,Mite Infestations,MESH:D008924
fisetin,C017875,Acute Kidney Injury,MESH:D058186
fisetin,C017875,Hypercholesterolemia,MESH:D006937
fisetin,C017875,Learning Disabilities,MESH:D007859
fisetin,C017875,Memory Disorders,MESH:D008569
fisetin,C017875,"Neoplasms, Experimental",MESH:D009374
fisetin,C017875,Prostatic Neoplasms,MESH:D011471
Fish Oils,D005395,Aberrant Crypt Foci,MESH:D058739
Fish Oils,D005395,Cardiovascular Diseases,MESH:D002318
Fish Oils,D005395,Catalepsy,MESH:D002375
Fish Oils,D005395,Chemical and Drug Induced Liver Injury,MESH:D056486
Fish Oils,D005395,"Dyskinesia, Drug-Induced",MESH:D004409
Fish Oils,D005395,Fatty Liver,MESH:D005234
Fish Oils,D005395,Hepatomegaly,MESH:D006529
Fish Oils,D005395,Hyperlipidemias,MESH:D006949
Fish Oils,D005395,Hypertension,MESH:D006973
Fish Oils,D005395,Hypertriglyceridemia,MESH:D015228
Fish Oils,D005395,Kidney Diseases,MESH:D007674
Fish Oils,D005395,Memory Disorders,MESH:D008569
Fish Oils,D005395,Myocardial Infarction,MESH:D009203
Fish Oils,D005395,Neoplasms,MESH:D009369
Fish Oils,D005395,Premature Birth,MESH:D047928
Fish Oils,D005395,Proteinuria,MESH:D011507
Fish Oils,D005395,Raynaud Disease,MESH:D011928
Fish Oils,D005395,Tachycardia,MESH:D013610
Fish Oils,D005395,Weight Gain,MESH:D015430
FK 317 dihydrobenzoxazine,C112463,"Neoplasms, Experimental",MESH:D009374
FK3453,C561949,Hypersensitivity,MESH:D006967
FK 664,C062761,Heart Failure,MESH:D006333
FK 888,C078949,Edema,MESH:D004487
FK 888,C078949,Pain,MESH:D010146
FK 973,C054974,"Neoplasms, Experimental",MESH:D009374
FLAG protocol,C087490,"Leukemia, Myeloid, Acute",MESH:D015470
flavanone,C028610,Uterine Cervical Neoplasms,MESH:D002583
Flavin-Adenine Dinucleotide,D005182,Hypotension,MESH:D007022
Flavin-Adenine Dinucleotide,D005182,Ventricular Dysfunction,MESH:D018754
Flavin-Adenine Dinucleotide,D005182,Ventricular Fibrillation,MESH:D014693
flavocoxid,C544478,Airway Obstruction,MESH:D000402
flavocoxid,C544478,Inflammation,MESH:D007249
flavokawain A,C500809,Inflammation,MESH:D007249
flavokawain A,C500809,Neoplasms,MESH:D009369
Flavones,D047309,Breast Neoplasms,MESH:D001943
Flavones,D047309,Carcinoma,MESH:D002277
Flavones,D047309,"Carcinoma, Hepatocellular",MESH:D006528
Flavones,D047309,Heart Failure,MESH:D006333
Flavones,D047309,Nasopharyngeal Carcinoma,MESH:D000077274
Flavonoids,D005419,"Carcinoma, Hepatocellular",MESH:D006528
Flavonoids,D005419,Chemical and Drug Induced Liver Injury,MESH:D056486
Flavonoids,D005419,Diabetes Mellitus,MESH:D003920
Flavonoids,D005419,Heart Diseases,MESH:D006331
Flavonoids,D005419,Hypertension,MESH:D006973
Flavonoids,D005419,Inflammation,MESH:D007249
Flavonoids,D005419,Liver Neoplasms,MESH:D008113
Flavonoids,D005419,Myocardial Ischemia,MESH:D017202
Flavonoids,D005419,Osteoporosis,MESH:D010024
Flavonols,D044948,Mental Fatigue,MESH:D005222
Flavoxate,D005422,Nocturia,MESH:D053158
Flavoxate,D005422,Prostatic Hyperplasia,MESH:D011470
Flecainide,D005424,"Arrhythmias, Cardiac",MESH:D001145
Flecainide,D005424,Atrial Fibrillation,MESH:D001281
Flecainide,D005424,Atrial Flutter,MESH:D001282
Flecainide,D005424,"Encephalomyelitis, Autoimmune, Experimental",MESH:D004681
Flecainide,D005424,Muscular Diseases,MESH:D009135
Flecainide,D005424,Myocardial Infarction,MESH:D009203
Flecainide,D005424,Tachycardia,MESH:D013610
Flecainide,D005424,"Tachycardia, Paroxysmal",MESH:D013614
Flecainide,D005424,"Tachycardia, Supraventricular",MESH:D013617
Flecainide,D005424,"Tachycardia, Ventricular",MESH:D017180
Flecainide,D005424,Ventricular Fibrillation,MESH:D014693
Flecainide,D005424,Ventricular Premature Complexes,MESH:D018879
Flecainide,D005424,Wolff-Parkinson-White Syndrome,MESH:D014927
FLEP regimen,C087705,Stomach Neoplasms,MESH:D013274
Fleroxacin,D016576,Bronchitis,MESH:D001991
Fleroxacin,D016576,"Skin Diseases, Bacterial",MESH:D017192
Fleroxacin,D016576,Soft Tissue Infections,MESH:D018461
flesinoxan,C056895,Hypertension,MESH:D006973
flestolol,C047847,Angina Pectoris,MESH:D000787
flestolol,C047847,Tachycardia,MESH:D013610
flestolol,C047847,"Tachycardia, Supraventricular",MESH:D013617
flestolol,C047847,"Tachycardia, Ventricular",MESH:D017180
flestolol,C047847,Ventricular Fibrillation,MESH:D014693
FLLL 32,C548902,Breast Neoplasms,MESH:D001943
FLLL 32,C548902,Neoplasms,MESH:D009369
FLLL 32,C548902,"Neoplasms, Experimental",MESH:D009374
FLLL 32,C548902,"Neovascularization, Pathologic",MESH:D009389
FLLL 32,C548902,Pancreatic Neoplasms,MESH:D010190
FLLL 32,C548902,Rhabdomyosarcoma,MESH:D012208
FLMP protocol,C400981,Stomach Neoplasms,MESH:D013274
floctafenine,C084600,Headache,MESH:D006261
floctafenine,C084600,Pain,MESH:D010146
floctafenine,C084600,Rheumatic Diseases,MESH:D012216
flomoxef,C045693,Discitis,MESH:D015299
flomoxef,C045693,Epidural Abscess,MESH:D020802
flomoxef,C045693,Staphylococcal Infections,MESH:D013203
flosequinan,C047316,Hypotension,MESH:D007022
Floxacillin,D005436,Bacteremia,MESH:D016470
Floxacillin,D005436,Bacterial Infections,MESH:D001424
Floxacillin,D005436,Community-Acquired Infections,MESH:D017714
Floxacillin,D005436,"Endocarditis, Bacterial",MESH:D004697
Floxacillin,D005436,"Meningitis, Bacterial",MESH:D016920
Floxacillin,D005436,"Pneumonia, Bacterial",MESH:D018410
Floxacillin,D005436,Postoperative Complications,MESH:D011183
Floxacillin,D005436,Pyomyositis,MESH:D052880
Floxacillin,D005436,Staphylococcal Infections,MESH:D013203
Floxuridine,D005467,Adenocarcinoma,MESH:D000230
Floxuridine,D005467,Colonic Neoplasms,MESH:D003110
Floxuridine,D005467,Colorectal Neoplasms,MESH:D015179
Floxuridine,D005467,Gastrointestinal Neoplasms,MESH:D005770
Floxuridine,D005467,Liver Neoplasms,MESH:D008113
Floxuridine,D005467,Neoplasm Metastasis,MESH:D009362
Floxuridine,D005467,Sigmoid Neoplasms,MESH:D012811
